userId,itemId,rating,timestamp
19,2527,3,978146700
19,593,5,978146713
19,527,3,978146727
19,2115,3,978146747
19,1210,4,978146747
19,1198,4,978146799
19,1196,5,978146799
19,260,3,978146799
19,1214,2,978146863
19,1240,3,978146863
19,457,3,978146863
19,2692,5,978146863
19,2028,4,978146863
19,1197,4,978146863
19,1277,4,978146882
19,2991,5,978146910
19,2366,4,978146910
19,2993,4,978146910
19,2948,5,978146939
19,2947,4,978146939
19,2949,4,978146939
19,3635,5,978146939
19,3639,4,978146984
19,2571,4,978146984
19,1291,4,978146984
19,3624,5,978146984
19,3633,5,978147017
19,2393,3,978147017
19,1610,2,978147043
19,2662,3,978147043
19,3638,4,978147060
19,2989,4,978147099
19,2001,5,978147099
19,2529,3,978147099
19,1597,3,978147099
19,368,2,978147113
19,10,5,978147137
19,2628,3,978147137
19,377,4,978147137
19,1220,5,978147137
19,1370,4,978147137
19,2376,4,978147165
19,1580,5,978147192
19,1375,3,978147192
19,733,5,978147210
19,1376,3,978147210
19,3527,4,978147210
19,2699,1,978147232
19,1372,4,978147232
19,2353,3,978147253
19,1261,5,978147253
19,165,5,978147253
19,2640,3,978147266
19,380,4,978147271
19,2414,3,978147292
19,3082,5,978147292
19,1552,3,978147313
19,3208,3,978147313
19,2094,2,978147334
19,648,3,978147357
19,3744,4,978147373
19,1608,3,978147373
19,2490,2,978147395
19,1371,2,978147395
19,1792,3,978147395
19,3717,4,978147410
19,3114,4,978147462
19,1259,4,978147476
19,1722,4,978299479
19,1909,4,978299520
19,1644,3,978299555
19,2338,2,978299555
19,1373,2,978299588
19,1356,5,978299588
19,1374,5,978299588
19,329,5,978299588
19,2321,4,978299636
19,2002,5,978299673
19,2000,4,978299673
19,1918,5,978299673
19,420,4,978299698
19,1036,5,978299725
19,3793,4,978299772
19,1682,4,978299817
19,1772,4,978299844
19,3596,5,978299860
19,2694,4,978299903
19,2296,3,978299920
19,2717,5,978299947
19,2716,4,978299947
19,2622,5,978300144
19,3273,3,978300170
19,76,1,978300170
19,1407,4,978300170
19,1717,2,978300170
19,2841,5,978300188
19,1090,3,978300207
19,2860,5,978554075
19,47,4,978554124
19,2700,4,978554164
19,1753,3,978554208
19,2195,3,978554246
19,3176,2,978554289
19,1307,4,978554335
19,17,4,978554393
19,1650,1,978554433
19,3863,4,978554522
19,1350,4,978554892
19,2789,3,978554929
19,2790,3,978554969
19,2638,4,978555104
19,1219,5,978555104
19,2646,2,978555104
19,2647,2,978555104
19,1258,5,978555104
19,2648,4,978555104
19,1997,5,978555141
19,1387,5,978555141
19,2160,2,978555141
19,1994,5,978555173
19,3928,2,978555222
19,1321,4,978555222
19,2455,3,978555222
19,2644,4,978555222
19,1982,5,978555258
19,2633,3,978555317
19,2746,4,978555317
19,3930,3,978555317
19,1340,3,978555317
19,3081,4,978555317
19,1345,3,978555317
19,1645,4,978555360
19,2710,3,978555360
19,842,2,978555404
19,1327,2,978555404
19,1334,3,978555404
19,1339,4,978555441
19,330,4,978555441
19,2454,4,978555517
19,3264,4,978555553
19,1756,4,978555553
19,858,4,978555606
19,1200,3,978555633
19,110,4,978555662
19,940,4,978555732
19,1127,3,978555732
19,592,4,978555732
19,919,4,978555814
19,1073,5,978555881
19,2987,4,978555881
19,2103,2,978555881
19,3461,4,978555914
19,741,2,978555994
19,720,5,978555994
19,1,5,978555994
19,2139,4,978556036
19,2761,2,978556036
19,594,3,978556036
19,2087,4,978556036
19,3213,3,978556036
19,2096,3,978556036
19,364,3,978556036
19,2137,3,978556083
19,595,3,978556083
19,588,4,978556083
19,2081,3,978556083
19,2355,5,978556083
19,596,4,978556129
19,2085,4,978556129
19,1029,4,978556129
19,2687,4,978556129
19,2089,3,978556129
19,2080,4,978556129
19,2394,5,978556129
19,1025,3,978556129
19,1022,3,978556177
19,1282,3,978556177
19,2078,5,978556177
19,2324,5,978556331
19,34,3,978556367
19,1278,5,978556399
19,2599,4,978556779
19,2064,3,978556835
19,1188,5,978556835
19,1080,3,978556835
19,356,4,978556909
19,2423,5,978556909
19,3552,3,978556909
19,1265,4,978556955
19,3471,2,978557164
19,1097,3,978557204
19,1206,4,978557204
19,1270,5,978557301
19,1301,3,978557301
19,2021,3,978557357
19,1584,3,978557438
19,3701,3,978557438
19,1573,4,978557492
19,198,3,978557492
19,2976,5,978850058
19,2762,5,979427947
19,2707,4,979428881
19,2683,4,979428881
19,2770,3,979428956
33,1717,3,978107833
33,527,3,978107833
33,3101,4,978107833
33,3396,2,978108058
33,1210,5,978108058
33,2817,2,978108058
33,1225,5,978108182
33,1196,5,978108182
33,593,5,978108216
33,318,5,978108216
33,608,4,978108216
33,1198,5,978108245
33,858,5,978108245
33,904,4,978108299
33,2858,4,978108299
33,3068,4,978108416
33,3421,2,978108416
33,919,4,978108416
33,1997,5,978108416
33,2132,3,978108437
33,111,5,978108437
33,3121,3,978108460
33,1136,4,978108460
33,1299,3,978108478
33,3362,4,978108516
33,296,3,978108516
33,3735,4,978108516
33,2186,3,978108516
33,903,4,978108516
33,1387,4,978108540
33,1250,3,978108540
33,908,5,978108540
33,2010,4,978108571
33,260,5,978108571
33,1219,5,978108571
33,930,4,978108571
33,1213,5,978108587
33,678,5,978108639
33,3682,5,978108655
33,2791,4,978108670
33,924,4,978108695
33,1214,4,978108695
33,1269,4,978108695
33,1294,3,978108740
33,2762,4,978108740
33,3340,4,978108740
33,1259,5,978108756
33,1953,4,978108775
33,2997,3,978108775
33,1240,4,978108794
33,1956,5,978108794
33,2944,4,978108808
33,1208,4,978108825
33,1263,4,978108825
33,154,3,978108840
33,3111,3,978108858
33,971,3,978108879
33,3552,4,978108880
33,2908,3,978108898
33,1961,4,978108914
33,914,5,978108939
33,2396,2,978108939
33,3911,2,978108939
33,2633,4,978108992
33,2644,5,978109007
33,1266,4,978109054
33,3334,3,978109054
33,431,4,978109054
33,1206,4,978109054
33,3727,3,978109079
33,1085,3,978109106
33,2571,3,978109133
33,2529,5,978109166
33,1674,5,978109166
33,3451,3,978109180
33,2912,2,978109196
33,2553,3,978109215
33,2661,4,978109215
33,3072,5,978109231
33,1231,3,978109250
33,932,3,978109250
33,34,2,978109250
33,969,4,978109271
33,1094,4,978109271
33,2194,5,978109272
33,1291,5,978109294
33,1012,3,978109367
33,2159,4,978109367
33,1092,4,978109382
33,1035,5,978109398
33,1127,4,978109413
33,300,2,978109430
33,866,2,978109448
33,2076,3,978109448
33,2206,4,978109468
33,377,4,978109468
33,364,3,978109488
33,1357,4,978109488
33,1265,3,978109513
33,1302,2,978109513
33,1086,4,978109513
33,1344,4,978109513
33,1785,3,978109534
33,2070,4,978109534
33,2423,3,978109551
33,1278,3,978109568
33,32,2,978109568
33,3167,3,978109591
33,3499,4,978109591
33,2313,4,978109621
33,3152,3,978109621
33,1994,4,978109639
33,592,4,978109639
33,1954,3,978109639
33,2852,4,978109674
33,2455,4,978109674
33,1079,5,978109688
33,337,3,978109709
33,3256,5,978109709
33,1356,4,978109737
33,3102,4,978109760
33,2174,3,978109760
33,2115,4,978109760
33,2916,4,978109782
33,3635,4,978109782
33,2922,3,978109798
33,2353,4,978109798
33,3271,4,978109833
33,3671,3,978109833
33,508,4,978109833
33,345,5,978109849
33,2391,4,978109863
33,3098,2,978109889
33,2550,4,978109889
33,2001,4,978109889
33,3186,3,978109889
33,3461,3,978109915
33,2433,3,978109915
33,3044,3,978109915
33,1517,4,978109931
33,3576,3,978109931
33,3418,4,978109945
33,3100,2,978109979
33,1892,3,978109979
33,1721,5,978109979
33,454,4,978110004
33,2406,3,978110004
33,3386,5,978110004
33,16,3,978110004
33,3760,3,978110026
33,480,5,978110026
33,2193,3,978110045
33,2646,4,978110075
33,2649,4,978110075
33,2779,2,978110075
33,2647,4,978110075
33,2176,3,978110098
33,2459,3,978110098
33,3868,3,978110115
33,1101,4,978110149
33,3844,5,978110149
33,1372,4,978110174
33,1680,3,978110174
33,952,3,978110296
33,3203,3,978110296
33,3168,3,978110296
33,2071,4,978110296
33,2662,4,978110313
33,1130,4,978110313
33,3250,3,978110353
33,1019,4,978110366
33,3244,4,978110380
33,2797,3,978110395
33,1792,4,978110411
33,3230,4,978110411
33,2117,3,978110427
33,1125,4,978110427
33,316,2,978110442
33,1340,4,978110466
33,2346,3,978110466
33,1245,2,978110466
33,3827,4,978110486
33,1096,4,978110486
33,509,2,978110600
33,3699,2,978110600
33,3253,3,978110600
33,653,2,978110600
33,2009,4,978110616
33,733,2,978110632
33,3032,3,978110660
33,2344,3,978110676
33,1625,2,978110676
33,2926,3,978110698
33,1088,2,978110698
33,1367,3,978110716
33,2959,3,978110716
33,1221,5,978557713
33,2660,3,978557731
33,1193,5,978557765
33,923,2,978557810
33,907,2,978557832
33,3599,3,978557832
33,1252,3,978557849
33,912,3,978557865
33,1304,3,978557866
33,3551,3,978557891
33,1249,2,978557891
33,2064,2,978557891
33,1873,2,978557914
33,3498,5,978557914
33,2871,5,978557914
33,2728,2,978557933
33,1394,3,978557952
33,1300,5,978557952
33,953,4,978557973
33,3471,4,978557989
33,1946,3,978558007
33,3527,5,978558008
33,3435,4,978558041
33,589,4,978558041
33,1200,4,978558041
33,1090,3,978558041
33,1258,5,978558041
33,2637,3,978558041
33,2650,4,978558041
33,2638,3,978558063
33,2178,4,978558063
33,1270,4,978558097
33,1945,3,978558097
33,1678,2,978558122
33,50,3,978558122
33,2183,5,978558122
33,2080,3,978558165
33,594,3,978558165
33,3147,5,978558182
33,1222,4,978558200
33,2948,4,978558200
33,1283,3,978558219
33,1333,5,978558219
33,1784,4,978558241
33,2795,4,978558241
33,2918,3,978558263
33,2867,2,978558263
33,1080,3,978558301
