userId,itemId,rating,timestamp
4253,1307,4,965309988
4253,337,3,965309988
4253,357,2,965310013
4253,1921,3,965310013
4253,1097,5,965310033
4253,3726,5,965310033
4253,3398,2,965310052
4253,1344,3,965310075
4253,610,3,965310107
4253,1953,4,965310107
4253,364,3,965310107
4253,1947,2,965310107
4253,3363,5,965310124
4253,2291,4,965310139
4253,235,2,965310139
4253,1956,4,965310156
4253,2067,4,965310156
4253,2652,2,965310177
4253,1206,4,965310177
4253,508,4,965310177
4253,1220,3,965310177
4253,1183,4,965310194
4253,1302,5,965310194
4253,2647,1,965310194
4253,1264,5,965310214
4253,1678,3,965310214
4253,475,3,965310214
4253,86,2,965310238
4253,3545,2,965310238
4253,3360,5,965310238
4253,3361,4,965310238
4253,1271,4,965310258
4253,1527,4,965310486
4253,949,3,965310486
4253,2289,2,965310486
4253,3551,4,965310486
4253,1704,4,965310486
4253,2716,4,965310504
4253,3367,2,965310504
4253,3588,3,965310518
4253,1962,4,965310518
4253,3401,1,965310540
4253,944,3,965310540
4253,1731,1,965310540
4253,2081,3,965310555
4253,2501,3,965310573
4253,2321,3,965310573
4253,1095,3,965310573
4253,1729,2,965310573
4253,2987,3,965310596
4253,2644,2,965310596
4253,3153,3,965310596
4253,1356,3,965310596
4253,3250,2,965310617
4253,1965,4,965310617
4253,2340,1,965310635
4253,2150,3,965310635
4253,588,4,965310635
4253,1295,3,965310657
4353,111,3,965191174
4353,2023,3,965191213
4353,151,2,965191213
4353,527,5,965191242
4353,852,4,965191242
4353,1027,3,965191242
4353,1198,4,965191965
4353,858,4,965191965
4353,260,4,965191965
4353,1304,4,965192009
4353,2366,3,965192009
4353,3654,4,965192009
4353,1387,2,965192009
4353,589,4,965192009
4353,2028,5,965192009
4353,1240,4,965192053
4353,1036,4,965192053
4353,1291,4,965192053
4353,1210,4,965192053
4353,1277,2,965192053
4353,3578,5,965192053
4353,1200,4,965192053
4353,1287,4,965192117
4353,2194,5,965192117
4353,2571,5,965192117
4353,1242,4,965192117
4353,2947,5,965192151
4353,3104,3,965192151
4353,1953,4,965192151
4353,457,2,965192151
4353,1222,4,965192151
4353,2193,4,965192151
4353,1201,5,965192186
4353,1220,3,965192186
4353,2457,4,965192186
4353,2000,4,965192186
4353,1610,4,965192186
4353,2944,4,965192186
4353,1954,3,965192186
4353,2872,4,965192186
4353,3703,5,965192220
4353,592,5,965192220
4353,2951,5,965192220
4353,2948,4,965192220
4353,1527,4,965192220
4353,480,4,965192220
4353,555,5,965192220
4353,2527,5,965192268
4353,2288,3,965192268
4353,3178,4,965192268
4353,2006,1,965192302
4353,2985,4,965192302
4353,2625,5,965192302
4353,1587,3,965192302
4353,1912,5,965192302
4353,2912,5,965192339
4353,2991,4,965192339
4353,1129,4,965192339
4353,3769,4,965192339
4353,1275,4,965192339
4353,3639,2,965192369
4353,2993,2,965192369
4353,3635,2,965192369
4353,3527,5,965192369
4353,21,5,965192369
4353,6,5,965192415
4353,377,3,965192466
4353,474,4,965192466
4353,3793,5,965192466
4353,2427,4,965192466
4353,3763,1,965192466
4353,198,5,965192466
4353,1573,5,965192466
4353,2013,3,965192497
4353,3755,2,965192497
4353,2735,3,965192497
4353,2490,4,965192497
4353,2167,4,965192497
4353,316,5,965192523
4353,2406,3,965192523
4353,288,4,965192523
4353,3452,4,965192523
4353,3300,5,965192546
4353,70,4,965192546
4353,2802,3,965192546
4353,1580,4,965192580
4353,780,4,965192580
4353,2370,3,965192580
4353,368,1,965192580
4353,2641,4,965192580
4353,733,4,965192613
4353,2808,2,965192613
4353,2115,4,965192613
4353,1379,4,965192613
4353,3623,3,965192613
4353,552,3,965192663
4353,3704,3,965192663
4353,2105,5,965192663
4353,3256,5,965192663
4353,442,3,965192663
4353,2001,4,965192687
4353,1101,4,965192687
4353,3827,1,968143541
4353,3751,5,968143541
4353,3863,3,968143565
4371,971,4,965180058
4371,450,3,965180086
4371,110,4,965180086
4371,480,2,965180110
4371,2521,2,965180135
4371,3623,3,965180198
4371,3578,5,965180198
4371,3618,3,965180198
4371,3594,5,965180217
4371,2858,5,965180287
4371,3175,2,965180326
4371,3079,4,965180326
4371,3174,4,965180326
4371,3052,4,965180326
4371,3082,3,965180353
4371,3186,5,965180353
4371,3125,4,965180353
4371,3081,5,965180353
4371,3273,4,965180403
4371,3285,2,965180403
4371,3324,3,965180403
