userId,itemId,rating,timestamp
3425,3020,3,967366204
3425,1351,3,967366219
3425,225,1,967366219
3425,1895,3,967366236
3425,991,3,967366236
3525,2628,2,966904387
3525,185,3,966904387
3525,2125,4,966904404
3525,2506,4,966904404
3525,648,3,966904404
3525,3793,3,966904440
3525,3785,4,966904440
3525,3623,3,966904440
3525,3751,3,966904440
3525,3755,4,966904453
3525,3744,3,966904453
3525,3752,4,966904472
3525,3821,3,966904472
3525,3593,3,966904489
3525,3598,3,966904526
3525,3535,4,966904584
3525,3481,3,966904584
3525,3409,3,966904621
3525,3578,4,966904621
3525,3298,3,966904621
3525,3857,2,966928953
3525,3863,4,966928973
3525,3717,3,966929005
3525,3786,4,966929025
3525,3556,4,966929065
3525,2710,5,966929081
3525,3300,2,966929129
3525,3285,4,966929156
3525,3355,2,966929156
3525,3354,2,966929168
3525,3273,2,966929183
3525,367,5,966929304
3525,1682,5,966929317
3525,2918,5,966929328
3525,1197,5,966929343
3525,2193,4,966929355
3525,1721,4,966929371
3525,3869,3,966929497
3525,3868,2,966929512
3525,3844,3,966929538
3525,3835,2,966929552
3525,3809,2,966929575
3525,3799,1,966929588
3525,3790,4,966929607
3525,3791,2,966929607
3525,318,5,966977691
3525,527,3,966977731
3525,1193,3,966977731
3525,50,4,966977762
3525,2858,5,966977781
3525,260,4,966977781
3525,593,4,966977795
3525,1196,3,966977811
3525,1198,4,966977811
3525,1640,3,966977843
3525,608,4,966977885
3525,2908,4,966977899
3525,2692,4,966977899
3525,2997,3,966977899
3525,110,4,966977926
3525,778,4,966977942
3525,2599,4,966977942
3525,3181,5,966977942
3525,296,4,966977954
3525,1245,4,966978018
3525,3114,4,966978033
3525,29,4,966978063
3525,32,4,966978081
3525,562,2,966978081
3525,2336,4,966978081
3525,1411,4,966978093
3525,3499,4,966978253
3557,2011,4,966803659
3557,3439,1,966803659
3557,111,4,966803659
3557,778,3,966803691
3557,1270,5,966803691
3557,1196,5,966803804
3557,318,5,966803804
3557,36,4,966803871
3557,3160,5,966803871
3557,1213,5,966803884
3557,608,5,966803898
3557,3006,3,966803969
3557,1097,4,966803969
3557,2329,4,966804009
3557,1719,4,966804009
3557,1682,5,966804023
3557,1288,5,966804060
3557,2890,5,966804060
3557,1246,5,966804072
3557,1968,4,966804088
3557,296,5,966804088
3557,628,4,966804123
3557,592,5,966804144
3557,2248,3,966804195
3557,1466,4,966804195
3557,1589,4,966804243
3557,3363,5,966804244
3557,1396,4,966804271
3557,1747,4,966804287
3557,1584,3,966804321
