userId,itemId,rating,timestamp
1609,597,4,974748289
1609,361,3,974748289
1609,105,3,974748289
1609,1835,4,974748370
1609,605,3,974748370
1609,266,3,974748445
1609,237,3,974748445
1609,1541,3,974748445
1609,802,4,974748519
1609,697,3,974748542
1609,48,2,974748603
1609,2497,2,974748662
1609,195,2,974748662
1609,2805,3,974748844
1609,2297,1,974748896
1609,3436,2,974748918
1609,2906,3,974749053
1609,2686,3,974749128
1609,1589,4,974749186
1733,1168,1,974703830
1733,2249,2,974703830
1733,1129,3,974703830
1733,2628,3,974703873
1733,3949,5,974704002
1733,1719,5,974704100
1733,3160,5,974704232
1733,1189,5,974704714
1733,2280,2,974704805
1733,3264,3,974704805
1733,2320,4,974704805
1733,2614,3,974704805
1733,2706,2,974704805
1733,3477,2,974704848
1733,3,2,974704848
1733,1597,2,974704848
1733,3152,4,974704938
1733,785,3,974704938
1733,1921,4,974704987
1733,1554,3,974704987
1733,2657,1,974705035
1733,1298,3,974705035
1733,2361,3,974705035
1733,3300,2,974705035
1733,98,2,974705104
1733,93,2,974705203
1733,2328,2,974705203
1733,3896,4,974705532
1733,3897,5,974705532
1733,2360,5,974705625
1733,3624,3,974705711
1733,3747,3,974705711
1733,3150,5,974705742
1733,3535,4,974705742
1733,3173,3,974705780
1733,3409,2,974705780
1733,3509,2,974705780
1733,3190,1,974705829
1733,3925,4,974705932
1733,551,3,974705984
1733,2455,4,974705984
1733,1965,4,974705984
1733,144,3,974706018
1733,3918,3,974706054
1733,366,3,974706104
1733,3450,2,974706127
1733,1544,2,974706163
1733,2456,3,974706191
1733,1976,3,974706225
1733,1986,3,974706226
1733,611,3,974706258
1733,1464,4,974706690
1733,3930,4,974706877
1733,3919,1,974706912
1733,3895,2,974707007
1733,3328,4,974761494
1733,3556,3,974761494
1733,3578,3,974761494
1733,3298,3,974761540
1733,1732,4,974764363
1733,1894,2,974764418
1733,1834,4,974775116
1733,3159,4,975217405
1733,3793,2,975217405
1733,3751,4,975217405
1733,648,2,975217436
1733,2966,4,977194072
1733,3790,2,977194999
1733,2315,2,977195054
1733,3863,3,977195109
1733,1361,4,977195315
1733,2859,3,977195359
1733,1827,3,977195385
1733,1310,3,977195385
1733,3182,3,977195421
1733,3831,3,977461035
1733,3730,4,977461115
1733,903,4,977461115
1733,800,4,977461147
1733,2583,3,977461182
1733,2184,3,977461182
1733,3386,4,977461183
1733,3265,4,977461408
1733,1148,5,977461423
1733,1945,4,977461457
1733,1276,4,977461472
1733,3683,4,977461472
1733,593,3,977461500
1733,111,3,977461580
1733,1175,4,977461580
1733,1394,4,977461580
1733,1219,4,977461580
1733,50,4,977461634
1733,608,5,977461772
1733,1358,4,977461820
1733,247,4,977461820
1733,2550,4,977461820
1733,2762,3,977461820
1733,908,4,977461820
1733,1617,4,977461820
1733,1953,4,977461845
1733,457,3,977461845
1733,904,4,977461845
1733,1240,3,977461878
1733,2571,3,977461878
1733,2871,4,977461878
1733,1036,4,977461901
1733,2391,4,977461901
1733,1845,4,977461901
1733,319,4,977461918
1733,293,3,977461939
1733,3267,4,977461939
1733,861,3,977461961
1733,2916,4,977461961
1733,2542,4,977461976
1733,6,5,977462001
1733,2278,3,977462001
1733,163,3,977462001
1733,1748,3,977462001
1733,373,3,977462001
1733,3527,4,977462028
1733,2287,4,977462028
1733,3055,3,977462028
1733,454,3,977462055
1733,1841,3,977462055
1733,161,3,977462055
1733,2551,4,977462078
1733,2841,4,977462078
1733,377,3,977462078
1733,1370,3,977462078
1733,482,3,977462099
1733,1892,3,977462127
1733,1407,3,977462127
1733,2118,3,977462127
1733,2527,4,977462127
1733,1909,3,977462127
1733,2232,3,977462151
1733,2707,2,977462151
1733,1653,4,977462151
1733,89,3,977462166
1733,1615,4,977462197
1733,288,4,977462197
1733,1805,3,977462197
1733,2763,3,977462197
1733,1722,3,977462213
1733,627,3,977462229
1733,543,2,977462258
1733,832,2,977462258
1733,1645,2,977462258
1733,76,3,977462258
1733,1565,3,977462258
1733,2699,3,977462277
1733,70,3,977462277
1733,1658,2,977462277
1733,2353,3,977462309
1733,3623,3,977462309
1733,22,2,977462309
1733,1573,3,977462309
1733,2617,3,977462340
1733,2273,2,977462340
1733,748,3,977462340
1733,1876,2,977462340
1733,10,3,977462340
1733,464,3,977462340
1733,2334,3,977462340
1733,426,3,977462372
1733,1620,3,977462372
1733,1518,2,977462372
1733,335,3,977462372
1733,733,3,977462372
1733,1552,3,977462372
1733,2672,3,977462396
1733,376,3,977462396
1733,2713,2,977462396
1733,3082,2,977462427
1733,547,3,977462427
1733,1792,3,977462427
1733,165,3,977462427
1733,521,2,977462427
1733,2722,2,977462455
1733,3697,3,977462455
1733,18,3,977462455
1733,1488,3,977462455
1733,2279,2,977462455
1733,1687,2,977462455
1733,407,3,977462477
1733,1355,3,977462477
1733,1608,3,977462477
1733,2970,5,977559180
1733,2165,4,977559485
1733,3618,3,977641419
1733,3617,3,977641452
1733,3744,3,977641452
1733,3785,3,977641477
1733,3821,3,977641501
1733,3000,4,977805849
1733,2348,4,977805849
1733,714,4,977805908
1733,490,3,977805993
1733,71,2,977806998
1733,804,3,977806998
1733,2792,2,977806998
1733,2399,2,977807027
1733,1136,4,977807465
1733,3504,5,977807465
1733,1235,5,977807465
1733,1304,4,977807500
1733,2997,4,977807500
1733,3362,4,977807550
1733,1080,3,977807550
1733,176,4,977807597
1733,2289,4,977807597
1733,1392,4,977807644
1733,235,4,977807683
1733,2879,3,977807683
1733,39,3,977807720
1733,1,4,977807720
1733,1963,3,977807720
1733,2064,4,977807720
1733,3608,4,977807775
1733,1265,3,977807804
1733,1197,3,977807804
1733,3543,4,977807835
1733,1278,4,977807924
1733,1258,4,977807924
1733,3499,3,977807967
1733,3676,3,977807967
1733,1345,3,977807967
1733,799,4,977808002
1733,2746,3,977808002
1733,968,5,977808002
1733,3727,3,977808038
1733,3576,3,977808038
1733,1321,3,977808038
1733,2710,4,977808038
1733,565,4,977808103
1733,2525,4,977808103
1733,2747,4,977808103
1733,3081,4,977808103
1733,2826,3,977808144
1733,1339,4,977808144
1733,3018,4,977808144
1733,2148,3,977808183
1733,512,3,977808183
1733,177,3,977808183
1733,610,3,977808183
1733,1130,4,977808183
1733,3693,3,977808183
1733,2003,3,977808183
1733,1334,4,977808227
1733,2793,3,977808227
1733,532,3,977808227
1733,2004,4,977808227
1733,1347,3,977808227
1733,3660,3,977808227
1733,2167,2,977808259
1733,1128,3,977808259
1733,2519,4,977808337
1733,2517,3,977808337
1733,328,3,977808337
1733,1974,3,977808337
1733,382,2,977808337
1733,2976,4,977808337
1733,1762,3,977808337
1733,3839,4,977808337
1733,1690,3,977808374
1733,3013,3,977808374
1733,1346,3,977808374
1733,220,3,977808374
1733,188,3,977808374
1733,3837,3,977808414
1733,879,2,977808414
1733,2451,2,977808414
1733,3840,3,977808414
1733,2163,2,977808480
1733,2901,4,977808480
1733,1342,2,977808480
1733,2121,2,977808480
1733,2428,2,977808480
1733,2483,4,977808480
1733,2900,2,977808480
1733,332,2,977808480
1733,742,2,977808519
1733,2717,3,977808519
1733,196,3,977808519
1733,2026,3,977808519
1733,1987,2,977808519
1733,1327,3,977808519
1733,842,2,977808519
1733,2898,3,977808519
1733,2120,2,977808584
1733,1623,2,977808584
1733,3273,2,977808584
1733,1717,2,977808584
1733,724,2,977808584
1733,2560,4,977808584
1733,1178,5,977808799
1733,2682,4,977808799
1733,1193,4,977808836
1733,296,5,977808928
1733,1213,5,977808928
1733,1228,4,977808957
1733,1952,4,977808989
1733,3090,5,977808989
1733,1247,5,977809037
1733,1208,5,977809037
1733,2908,4,977809064
1733,1411,4,977809122
1733,318,5,977809191
1733,919,4,977809191
1733,2912,4,977809191
